A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(2n)_MeV
132,Ba,56,17320.7628,1.0898,13132.3708,1.0533,-999.2847,1.0533,-5966.2154,20.4603,-7310.2992,1.0533,-12736.9565,27.9647,76,1.3571428571428572,6,-6,0,,9827.2629,20,17.3207628
272,Ds,110,14742.0,426.0,3607.0,491.0,10690.0,300.0,,,1103.0,506.0,,,162,1.4727272727272727,-16,36,0,,7941.0,52,14.742
118,Sn,50,16269.5003,0.4907,17518.2963,0.5074,-4062.825,0.5688,-3962.0852,18.3121,-12523.4171,1.1214,-11084.5975,8.4458,68,1.36,0,-14,1,,9326.4187,18,16.2695003
262,Lr,103,12314.0,236.0,9022.0,374.0,7990.0,200.0,-4148.0,246.0,-3762.0,547.0,-7284.0,211.0,159,1.5436893203883495,21,33,0,,5523.0,56,12.314
224,Ra,88,11637.0088,4.6061,12124.0666,1.9258,5788.9231,0.1526,-1169.748,9.7213,-8852.877,8.029,-7070.5404,7.0615,136,1.5454545454545454,6,10,0,,6478.7305,48,11.6370088
137,Sb,51,6512.6963,52.2304,27528.0,304.0,-4795.0,207.0,16295.8761,52.833,-26379.0,304.0,6293.5687,52.2135,86,1.6862745098039216,1,4,0,,3624.8209,35,6.5126963
30,Si,14,19082.8014,0.0217,23990.959,0.2617,-10643.3347,0.0364,-10373.708,0.205,-21109.5735,0.3452,-15551.4314,0.3595,16,1.1428571428571428,6,-4,0,,10609.1989,2,19.0828014
143,Ba,56,10347.3492,8.5984,20317.8386,7.3474,-717.5349,7.0878,7669.1731,7.1841,-15996.5278,7.2762,-1984.5731,9.2282,87,1.5535714285714286,6,5,0,,4166.2663,31,10.3473492
95,Sr,38,11174.077,9.5251,25559.2241,6.3308,-6568.2265,6.225,10542.6559,5.8528,-21058.4756,13.431,-837.1299,8.6285,57,1.5,10,7,0,,4342.8816,19,11.174076999999999
226,Rn,86,9840.5409,14.3558,15741.0,196.0,3836.0102,41.4018,5079.618,10.6528,-13122.0,300.0,-3144.7263,15.9052,140,1.627906976744186,4,14,0,,5858.2675,54,9.8405409
271,Mt,109,14343.0,454.0,4955.0,499.0,9910.0,200.0,,,-419.0,445.0,-11653.0,332.0,162,1.4862385321100917,-17,36,0,,7681.0,53,14.343
89,Sr,38,17471.5862,0.0921,20077.4377,0.2629,-7153.6017,2.0021,-1331.0527,2.781,-13806.7021,2.6098,-9981.3158,1.5028,51,1.3421052631578947,10,1,0,,6358.7158,13,17.4715862
156,Sm,62,13047.8077,8.5005,18359.0751,8.5834,-1635.9877,25.8782,3174.598,8.4713,-14365.9101,12.5063,-5613.7163,8.4699,94,1.5161290322580645,12,12,0,,7240.8477,32,13.0478077
235,Ra,88,9347.0,300.0,,,2155.0,424.0,7112.0,300.0,,,-1783.0,300.0,147,1.6704545454545454,6,21,0,,3872.0,59,9.347
154,Ce,58,9382.0,283.0,25188.0,447.0,-4755.0,200.0,13360.0,200.0,-23039.0,447.0,1278.0,201.0,96,1.6551724137931034,8,14,0,,5381.0,38,9.382
173,Yb,70,14387.0523,0.0145,14411.3541,1.408,945.013,0.3038,-2139.4445,27.9448,-8357.627,3.9619,-8886.4764,2.336,103,1.4714285714285715,-12,21,0,,6367.0959,33,14.387052299999999
23,C,6,-2385.0,1161.0,,,,,49549.0,1004.0,,,24335.0,1018.0,17,2.8333333333333335,-2,-3,0,,-2488.0,11,-2.385
256,Es,99,10952.0,100.0,11787.0,314.0,6225.0,224.0,-271.0,159.0,,,-4687.0,100.0,157,1.5858585858585859,17,31,0,,4976.0,58,10.952
199,Bi,83,17253.0569,13.4954,7021.3368,17.2305,4932.7597,6.7099,-11974.2391,11.9028,-557.8346,13.0235,-13395.6562,20.3909,116,1.3975903614457832,1,-10,0,,9495.0835,33,17.2530569
39,K,19,25149.6302,0.0941,16623.5858,0.052,-7218.5796,0.0358,-19634.4692,24.0,-11298.0505,0.0981,-19820.0101,0.1944,20,1.0526315789473684,-1,0,1,,13077.7537,1,25.1496302
23,Na,11,23487.6323,0.0424,24060.1904,1.8,-10467.3243,0.002,-16277.9246,0.3447,-19612.2004,12.399,-17201.1852,0.1593,12,1.0909090909090908,3,4,0,,12419.7801,1,23.4876323
127,Cs,55,18292.9208,9.53,11981.9452,5.7008,-722.3549,6.6534,-8343.9105,26.5916,-5618.5015,6.4402,-11641.4317,13.6854,72,1.309090909090909,5,-10,0,,9960.662,17,18.2929208
127,I,53,16289.829,3.5638,15306.065,4.1469,-2185.2421,3.5651,-2743.1898,6.2505,-9879.0523,32.0195,-7908.1479,3.6209,74,1.3962264150943395,3,-8,0,,9144.0384,21,16.289829
139,Gd,64,22561.0,357.0,4218.0,198.0,2801.0,249.0,-19931.0,537.0,6577.0,196.0,-22102.0,358.0,75,1.171875,14,-7,0,,10043.0,11,22.561
67,Ni,28,14759.5278,2.9278,27102.7286,5.8711,-10531.9749,5.1816,4137.688,2.9847,-20963.8126,5.0137,-5555.7171,2.9596,39,1.3928571428571428,0,11,1,,5807.7129,11,14.759527799999999
70,Ge,32,19725.8735,2.0476,15132.824,1.0477,-4087.7235,1.0276,-8632.1366,1.7832,-9433.101,1.0599,-15521.1729,32.0098,38,1.1875,4,10,0,,11532.6802,6,19.725873500000002
142,Gd,64,21319.8803,39.5199,6081.5188,30.612,2113.3344,30.3408,-16840.0,728.0,1685.4663,29.2192,-20489.9974,108.9052,78,1.21875,14,-4,0,,11806.6094,14,21.3198803
167,Er,68,14910.5392,0.9425,14254.9092,0.7269,666.6862,0.7235,-2699.3554,3.9624,-7993.7562,0.8297,-9474.0958,11.5484,99,1.4558823529411764,-14,17,0,,6436.4291,31,14.910539199999999
173,Tm,69,13188.4322,4.506,16316.1872,600.0178,115.0265,20.5252,624.9468,4.6709,-12061.0,196.0,-5071.929,4.4,104,1.5072463768115942,-13,22,0,,6953.8314,35,13.1884322
52,Cr,24,21300.7801,0.0958,18565.5827,0.0852,-9351.4721,0.0793,-7087.4126,0.1397,-12975.514,0.4851,-15247.6007,0.305,28,1.1666666666666667,4,0,1,,12040.1115,4,21.3007801
109,Y,39,6653.0,860.0,,,,,24210.0,822.0,,,10398.0,806.0,70,1.794871794871795,11,-12,0,,3772.0,31,6.653
176,Au,79,20605.0,107.0,2312.9722,35.0306,6433.4907,7.1631,-19105.6951,89.4423,7584.5729,35.4203,-18622.8421,87.6124,97,1.2278481012658229,-3,15,0,,9188.5985,18,20.605
225,U,92,14815.9132,59.8619,6591.343,12.6161,8007.1594,5.8969,-8928.0,300.0,87.4494,13.7227,-12731.5646,30.5827,133,1.4456521739130435,10,7,0,,6442.0074,41,14.8159132
141,Dy,66,23825.0,582.0,2329.0,357.0,3406.0,422.0,,,9111.0,299.0,-24136.0,582.0,75,1.1363636363636365,16,-7,0,,10624.0,9,23.825
164,Lu,71,17953.2526,80.0705,7742.8354,38.2094,3233.7455,43.0032,-11359.5706,39.5199,797.0661,28.4838,-13444.3734,37.9611,93,1.3098591549295775,-11,11,0,,7922.279,22,17.9532526
258,Rf,104,14020.2908,24.022,6056.6502,17.746,9196.1101,12.8867,-8952.0,413.0,-1191.6976,17.2193,-11881.2658,165.4195,154,1.4807692307692308,22,28,0,,7593.3689,50,14.020290800000001
56,Cu,29,33532.0,400.0,5197.6071,6.4045,-6710.6698,8.2937,-34790.0,500.0,8111.2926,6.4074,-32431.0,400.0,27,0.9310344827586207,1,-1,0,,15065.6479,-2,33.532
180,Tm,69,10072.0,500.0,20618.0,640.0,-1205.0,640.0,8507.0,406.0,,,399.0,447.0,111,1.608695652173913,-13,-15,0,,4341.0,42,10.072
120,Pd,46,11033.8826,3.2773,27858.0,200.0,-8635.6029,4.3765,13677.7611,4.3765,-25489.0,300.0,294.8364,14.8796,74,1.608695652173913,-4,-8,0,,6943.6452,28,11.0338826
233,Ac,89,10597.4517,18.4426,15350.4796,15.1605,3214.8682,13.967,3818.627,13.1091,-12053.768,19.1127,-2209.9906,13.1181,144,1.6179775280898876,7,18,0,,5917.7037,55,10.597451699999999
164,Gd,64,11555.6037,4.0868,19892.5763,3.6625,-1885.431,2.1968,6273.9612,1.2177,-16383.0471,7.4264,-3169.252,4.1812,100,1.5625,14,18,0,,6376.4148,36,11.555603699999999
89,Nb,41,22893.8979,24.5892,12185.3097,23.6565,-5208.5392,30.2992,-13230.898,23.9362,-3615.697,23.6772,-16010.5197,23.9362,48,1.170731707317073,-9,-2,0,,12525.5176,7,22.8938979
272,Bh,107,11585.0,610.0,8188.0,783.0,9302.9999,53.8516,-4694.0,720.0,,,-6975.0,599.0,165,1.5420560747663552,-19,39,0,,5143.0,58,11.585
70,Ni,28,11892.682,3.6716,29895.0,193.0,-11570.9376,4.6253,10350.8797,2.8763,-27304.0,200.0,-1548.9654,2.5589,42,1.5,0,-8,1,,7306.5305,14,11.892682
186,Pb,82,19771.9471,16.869,2914.0522,14.5387,6471.0721,5.0236,-18782.4278,21.3351,4213.7826,17.5161,-20516.0,82.0,104,1.2682926829268293,0,22,1,,11211.0039,22,19.771947100000002
247,Fm,100,14662.0,266.0,6291.0,181.0,8257.6677,9.7405,,,293.0,181.0,-12514.0,317.0,147,1.47,18,21,0,,6590.0,47,14.662
148,La,57,9630.2043,19.5401,21976.3037,19.6821,-1862.2958,28.0055,9826.7106,24.6019,-18077.6404,21.1966,1233.8418,21.2752,91,1.5964912280701755,7,9,0,,4101.6628,34,9.630204299999999
40,Cl,17,13902.3386,32.0657,27514.1958,79.3481,-9731.6896,34.6434,5977.6784,32.0656,-22072.1539,117.1197,-2386.9411,32.453,23,1.3529411764705883,-3,3,0,,5828.9185,6,13.902338599999998
139,Sn,50,5303.0,500.0,,,-8915.0,565.0,20895.0,400.0,,,7269.0,500.0,89,1.78,0,7,1,,1871.0,39,5.303
127,Cd,48,11535.7451,6.8398,29360.0,400.0,-10736.3665,789.4656,14728.3788,11.1156,-24240.0,400.0,996.8599,7.4844,79,1.6458333333333333,-2,-3,0,,4556.7901,31,11.5357451
173,Er,68,12079.0,196.0,18222.0,280.0,-483.0,359.0,3897.0,196.0,-13183.0,358.0,-4352.0,196.0,105,1.5441176470588236,-14,-21,0,,5243.0,37,12.079
159,Gd,64,13880.5978,0.1065,16462.1459,4.54,-795.5676,0.9393,605.3629,1.3064,-10598.9794,4.8807,-7162.2921,0.9817,95,1.484375,14,13,0,,5943.2059,31,13.8805978
196,Bi,83,18128.6487,24.9864,5649.477,28.1419,5438.3004,39.9972,-14095.8576,38.8703,2857.2884,26.8425,-14963.696,25.1643,113,1.3614457831325302,1,-13,0,,8054.7839,30,18.128648700000003
149,Ba,56,8709.22,19.9072,25009.0,200.0,-3762.1983,11.4574,13839.301,10.5506,-21470.0,300.0,1806.8043,19.63,93,1.6607142857142858,6,11,0,,3357.0264,37,8.70922
71,As,33,20923.7115,32.269,13143.3793,4.3311,-3439.0167,4.244,-11390.8304,6.82,-6272.0778,4.3321,-14034.6753,4.454,38,1.1515151515151516,5,10,0,,11630.6016,5,20.9237115
289,Nh,113,12047.0,866.0,,,9396.0,781.0,-5133.0,924.0,,,-7438.0,912.0,176,1.5575221238938053,-13,50,0,,6491.0,63,12.047
186,W,74,12945.7856,1.1567,15587.0916,39.7157,1116.118,6.2789,491.4295,1.1887,-11477.7689,64.2845,-6760.8728,1.2382,112,1.5135135135135136,-8,-14,0,,7192.0492,38,12.945785599999999
203,Os,76,8573.0,500.0,,,,,12240.0,447.0,,,1299.0,500.0,127,1.6710526315789473,-6,1,0,,2811.0,51,8.573
256,No,102,13042.9021,12.2006,7657.4176,7.6209,8581.5194,5.4519,-6398.9466,19.3453,-3266.3905,8.4147,-10195.5777,19.2409,154,1.5098039215686274,20,28,0,,7060.2061,52,13.0429021
158,Yb,70,18886.719,12.2366,6375.8799,25.8848,4170.4374,7.0306,-13907.2211,19.065,115.0562,27.6777,-17641.1207,14.4258,88,1.2571428571428571,-12,6,0,,10661.0265,18,18.886719
236,Pu,94,13591.1142,6.8961,9821.3933,1.5763,5867.1471,0.0814,-4951.3119,17.6987,-5306.2452,1.5913,-9794.412,52.7955,142,1.5106382978723405,12,16,0,,7352.1562,48,13.5911142
59,Ni,28,21215.5083,0.4987,15552.7584,0.2544,-6100.3272,0.3262,-13941.1546,0.6743,-6290.5331,0.3072,-17560.3001,0.4453,31,1.1071428571428572,0,3,1,,8999.2797,3,21.2155083
151,Tb,65,16277.5372,5.2416,9760.166,5.4515,3496.1546,3.9256,-8000.7946,9.1834,-4120.1422,7.3153,-10385.2406,5.7509,86,1.323076923076923,15,4,0,,8589.0699,21,16.2775372
145,I,53,6483.0,539.0,,,-4015.0,707.0,18924.0,500.0,,,7671.0,500.0,92,1.7358490566037736,3,10,0,,3871.0,39,6.483
229,Pu,94,15518.0,117.0,6228.0519,61.2064,7598.0069,59.8141,,,885.9519,62.0915,-13526.0,209.0,135,1.4361702127659575,12,9,0,,6784.2032,41,15.518
28,S,16,39750.0,621.0,3363.7359,160.0,-9096.8986,161.1805,,,9168.7371,160.0,,,12,0.75,-4,4,0,,21489.0,-4,39.75
132,Eu,63,24830.0,671.0,1309.0,447.0,3594.0,500.0,,,10281.0,447.0,,,69,1.0952380952380953,13,-13,0,,10808.0,6,24.83
160,Tb,65,14508.2264,0.6521,15143.9544,2.3158,-178.5453,3.4924,-1454.0484,15.0404,-9082.059,4.4054,-6740.5714,1.1646,95,1.4615384615384615,15,13,0,,6375.2101,30,14.5082264
122,La,57,23116.0,423.0,5233.0,298.0,1441.0,298.0,-19764.0,582.0,5270.0,298.0,-19925.0,499.0,65,1.1403508771929824,7,15,0,,10424.0,8,23.116
191,Re,75,12513.9473,13.0998,16969.0,201.0,120.2261,56.8244,2358.4184,10.2832,-12920.0,201.0,-3713.9008,10.2439,116,1.5466666666666666,-7,-10,0,,6838.7114,41,12.5139473
276,Bh,107,10955.0,833.0,,,,,-2362.0,802.0,,,-5613.0,844.0,169,1.5794392523364487,-19,43,0,,4901.0,62,10.955
239,Am,95,13322.0,59.0,10059.1814,1.683,5922.3999,1.4142,-4859.0,207.0,-5353.2084,1.6948,-8126.1613,12.3481,144,1.5157894736842106,13,18,0,,7102.3794,49,13.322
221,At,85,9755.9281,14.3424,14115.0,201.0,5627.8506,22.5491,3505.4782,14.8021,-11466.0,300.0,-1900.5823,14.0896,136,1.6,3,10,0,,5664.3373,51,9.755928099999998
73,Ni,28,10844.5597,3.296,32756.0,400.0,-13334.0,200.0,15485.2515,3.0565,-28147.0,500.0,1603.5291,2.7971,45,1.6071428571428572,0,-5,1,,3953.409,17,10.8445597
148,Gd,64,16326.232,3.8403,9851.0009,2.8475,3271.2911,0.0308,-8410.0225,8.8174,-4292.3423,0.9264,-13598.0636,8.1048,84,1.3125,14,2,0,,8983.8093,20,16.326232
196,W,74,10473.0,500.0,,,,,9537.0,402.0,,,-1251.0,500.0,122,1.6486486486486487,-8,-4,0,,6071.0,48,10.473
33,Al,13,9689.3095,7.3352,35321.3556,15.6216,-13602.2918,10.1308,17839.9683,7.0707,-34426.5047,37.9091,7508.989,6.9926,20,1.5384615384615385,5,0,1,,5469.3317,7,9.6893095
108,Ag,47,16807.0282,3.5598,15822.0773,5.8012,-3072.3634,3.3159,-3486.9633,8.965,-8032.0514,12.2853,-8687.7841,2.5711,61,1.297872340425532,-3,11,0,,7271.41,14,16.8070282
69,Fe,26,9633.0,200.0,34507.0,447.0,-13314.0,283.0,20780.0,200.0,-30798.0,539.0,4372.0,200.0,43,1.6538461538461537,-2,-7,0,,3374.0,17,9.633
172,Ir,77,20340.0,106.0,3053.3193,34.3584,5990.5999,10.0,-18061.3627,64.8352,6581.9404,42.7882,-17984.1227,87.1947,95,1.2337662337662338,-5,13,0,,9038.6614,18,20.34
220,Bi,83,8399.0,301.0,17329.0,500.0,3664.0,424.0,6584.0,300.0,,,207.0,300.0,137,1.6506024096385543,1,11,0,,3432.0,54,8.399
157,La,57,7282.0,500.0,,,,,19365.0,300.0,,,7678.0,424.0,100,1.7543859649122806,7,18,0,,4091.0,43,7.282
242,Cf,98,14744.3738,22.128,6915.1826,12.958,7516.8626,4.0673,-9013.0,401.0,-1603.7594,12.9518,-12578.0,231.0,144,1.469387755102041,16,18,0,,8011.0,46,14.7443738
34,Si,14,12056.631,0.8548,33740.7254,3.3572,-13535.2274,1.5226,9940.0054,0.8023,-32243.528,2.7812,-1725.6517,1.3527,20,1.4285714285714286,6,0,1,,7548.674,6,12.056631
231,Pu,94,15228.983,64.5017,7479.9851,22.7919,6838.6275,20.3531,-8961.0,301.0,-595.411,22.4766,-12635.0,145.0,137,1.4574468085106382,12,11,0,,6694.9109,43,15.228983
181,Tl,81,20671.7534,39.7102,2388.1196,14.8201,6322.0712,4.4906,,,5537.926,10.271,-18928.9986,15.378,100,1.2345679012345678,-1,18,0,,11479.629,19,20.6717534
43,P,15,6123.0,323.0,44128.0,500.0,-18874.0,424.0,29200.0,306.0,-44239.0,583.0,14607.0,300.0,28,1.8666666666666667,-5,0,1,,4123.0,13,6.123
81,Br,35,18051.6194,1.396,18918.9119,5.4132,-6485.6324,1.9533,-2520.347,4.9995,-13051.4207,3.4657,-8154.9139,1.1756,46,1.3142857142857143,7,-4,0,,10159.3438,11,18.0516194
52,Sc,21,12129.0762,3.9719,29373.6499,8.3201,-10663.9943,3.1697,10919.4712,3.078,-25297.0748,13.3987,1138.0865,3.1118,31,1.4761904761904763,1,3,0,,5344.5257,10,12.1290762
26,O,8,-18.0001,5.0,,,-21375.0782,284.247,34179.927,165.9765,,,15255.5557,191.0752,18,2.25,0,-2,1,,739.3077,10,-0.018000099999999998
34,K,19,39353.0,445.0,2463.0,196.0,-8320.0,197.0,,,12494.0,196.0,-40322.0,445.0,15,0.7894736842105263,-1,-5,0,,16832.0,-4,39.353
86,Kr,36,16968.9668,0.0023,21895.8875,1.9609,-8096.6968,0.4659,1257.4238,0.0039,-18141.002,2.6127,-9169.6533,0.0035,50,1.3888888888888888,8,0,1,,9856.6533,14,16.968966799999997
179,Os,76,17206.3256,21.3035,7896.3487,31.9582,4187.747,31.9582,-10752.0101,17.4326,97.9572,21.7117,-14837.1417,24.3851,103,1.355263157894737,-6,21,0,,7547.2123,27,17.2063256
127,In,49,12610.2251,10.1568,26937.8999,433.2602,-9736.232,34.1019,9818.3971,11.1383,-23448.0,201.0,1063.9206,14.6335,78,1.5918367346938775,-1,-4,0,,7141.8378,29,12.6102251
145,Te,52,5622.0,583.0,,,,,21483.0,300.0,,,7249.0,500.0,93,1.7884615384615385,2,11,0,,1861.0,41,5.622
142,Eu,63,20465.6202,59.6629,7674.8253,38.6019,1180.5246,32.2196,-14749.4074,701.2021,1925.0312,33.1468,-16156.0169,35.9713,79,1.253968253968254,13,-3,0,,9454.6008,16,20.4656202
274,Hs,108,11741.0,693.0,7692.0,836.0,9550.0,100.0,-5791.0,610.0,-3803.0,616.0,-9447.0,633.0,166,1.537037037037037,-18,40,0,,6433.0,58,11.741
143,Pr,59,13196.3023,1.8886,14716.2982,4.3649,1729.2653,1.8841,-107.5356,3.0105,-10333.2206,6.1095,-5189.4623,1.3689,84,1.423728813559322,9,2,0,,7353.1508,25,13.1963023
271,Bh,107,11761.0,536.0,7867.0,732.0,9419.9999,86.0233,-5241.0,506.0,-3827.0,691.0,-7325.0,457.0,164,1.5327102803738317,-19,38,0,,6442.0,57,11.761
108,I,53,25614.0,412.0,876.0,102.0,4098.6662,4.6084,,,10593.0,101.0,,,55,1.0377358490566038,3,5,0,,11413.0,2,25.614
140,Pm,61,19440.3126,26.8562,9661.1219,26.2084,703.4586,26.7925,-11226.101,56.9457,-672.3652,24.4938,-13903.1354,26.5536,79,1.2950819672131149,11,-3,0,,8782.3361,18,19.440312600000002
189,Pb,82,18999.7002,14.9544,4303.4523,19.0523,5914.7158,4.3142,-16422.0237,26.1587,5065.3609,15.6111,-18720.537,17.9646,107,1.3048780487804879,0,-19,1,,8104.3129,25,18.9997002
146,Sm,62,15173.3704,2.8473,11826.2743,2.813,2528.7792,2.8131,-4910.5371,4.7745,-6853.327,2.8218,-11076.1543,3.9248,84,1.3548387096774193,12,2,0,,8416.2711,22,15.1733704
87,Mo,42,25517.693,16.0911,8287.5633,7.036,-3398.0735,7.036,-21155.0,400.0,3795.2352,4.5692,-23386.0,300.0,45,1.0714285714285714,-8,-5,0,,10845.2082,3,25.517692999999998
136,I,53,11644.421,14.9963,20104.1628,14.5172,-2334.8589,14.4009,6793.6304,14.3111,-17143.8635,14.4316,-1203.1779,14.6546,83,1.5660377358490567,3,1,0,,3837.363,30,11.644421
177,Ir,77,18795.5498,23.3202,5337.0549,34.2253,5081.5294,34.2253,-14501.6883,22.1316,1726.4946,34.2253,-15184.8241,23.496,100,1.2987012987012987,-5,18,0,,10236.82,23,18.7955498
71,Se,34,22854.4366,3.167,10623.7828,3.0895,-2897.7126,5.1444,-16819.3038,128.7989,126.5504,2.9123,-19792.2059,15.1636,37,1.088235294117647,6,9,0,,9287.9332,3,22.8544366
4,H,1,4657.23,100.0,,,,,-702.0609,234.5208,,,1618.5921,100.0,3,3.0,-1,1,0,,-1600.0,2,4.657229999999999
170,Pt,78,21431.7606,151.0403,882.1496,20.7577,6707.4081,3.1863,-21715.0,302.0,7134.8112,31.714,-22582.0,299.0,92,1.1794871794871795,-4,10,0,,11906.0,14,21.4317606
76,Zn,30,12688.9397,2.906,28181.0,200.0,-10501.8715,2.6688,10909.8743,1.4558,-25352.0,200.0,-1913.7028,1.6028,46,1.5333333333333334,2,-4,0,,7815.4258,16,12.6889397
239,U,92,10960.1012,1.2723,13960.3713,15.9065,4129.9984,13.1271,1984.4482,1.1995,-9241.0,283.0,-4953.2474,1.2128,147,1.5978260869565217,10,21,0,,4806.3822,55,10.960101199999999
139,Te,52,7043.9542,4.116,24633.0,300.0,-1997.7438,4.6881,15439.5059,4.1376,-21984.0,400.0,3703.5113,6.9332,87,1.6730769230769231,2,5,0,,2580.4036,35,7.0439542
117,Ba,56,24680.0,321.0,3379.0913,250.6314,2320.8041,250.4321,,,8299.9999,250.0,-25479.0,407.0,61,1.0892857142857142,6,11,0,,11150.0,5,24.68
260,Rf,104,13339.0,201.0,6907.0,224.0,8900.0,200.0,-7400.0,201.0,-2220.0,200.0,-10914.0,208.0,156,1.5,22,30,0,,7290.0,52,13.339
194,Ir,77,13838.7816,0.2281,15520.8904,70.8061,626.3225,4.5946,-319.8266,2.4566,-9589.1062,39.1454,-6123.4174,0.3193,117,1.5194805194805194,-5,-9,0,,6066.7897,40,13.8387816
132,In,49,8647.66,60.0592,31092.0,428.0,-10126.0,306.0,17223.728,60.0832,-28950.0,504.0,6781.7072,60.1416,83,1.6938775510204083,-1,1,0,,2458.5024,34,8.64766
152,Pr,59,11600.1971,20.6125,22024.8649,18.7066,-3474.244,26.8816,7496.3984,31.8534,-17736.7021,435.8678,-886.2046,18.5713,93,1.576271186440678,9,11,0,,5049.7067,34,11.600197099999999
107,Sn,50,21316.8735,6.6303,8756.3315,5.4889,-285.5283,5.6097,-17855.0,101.0,1330.943,5.423,-20110.2557,9.15,57,1.14,0,7,1,,9229.8593,7,21.3168735
268,Bh,107,13540.0,415.0,6612.0,475.0,9020.0,300.0,-8444.0,447.0,-596.0,535.0,-10022.0,393.0,161,1.5046728971962617,-19,35,0,,6130.0,54,13.54
138,Eu,63,21649.0,198.0,5157.695,74.5115,2589.3169,50.3782,-18149.0,301.0,5034.2115,30.8379,-18607.0,299.0,75,1.1904761904761905,13,-7,0,,9675.0901,12,21.649
161,Pm,61,9674.8738,13.5063,23895.0,400.0,-4076.699,9.5745,11705.0123,13.7764,-21176.0,400.0,2075.2655,9.2448,100,1.639344262295082,11,18,0,,5263.2683,39,9.674873799999999
73,Ge,32,17533.5117,0.8168,18546.6884,2.6545,-5304.542,0.7968,-3070.1363,7.4237,-10441.0089,2.1432,-11139.0422,4.0828,41,1.28125,4,-9,0,,6782.9403,9,17.5335117
75,Ni,28,10275.0,200.0,34829.0,539.0,-14736.0,447.0,18319.0,200.0,-30870.0,539.0,3695.0,200.0,47,1.6785714285714286,0,-3,1,,3611.0,19,10.275
115,I,53,21360.9243,29.9669,6498.7812,33.6071,2074.0261,30.2018,-16638.0,106.0,869.8406,34.997,-17323.224,30.9643,62,1.169811320754717,3,12,0,,11770.188,9,21.360924299999997
45,Cl,17,10245.6701,149.5558,37881.0,329.0,-15707.6929,181.6027,18353.099,136.1644,-36661.0,422.0,6339.3978,136.1726,28,1.6470588235294117,-3,0,1,,5854.8891,11,10.2456701
72,Cu,29,12949.2619,1.767,27835.9851,11.0801,-10565.3316,4.1039,8805.2775,1.6192,-22702.0471,465.0321,-525.5383,2.9992,43,1.4827586206896552,1,-7,0,,5143.1899,14,12.9492619
126,Nd,60,24693.0,583.0,3042.0,423.0,2069.0,500.0,,,5989.0,358.0,,,66,1.1,10,16,0,,13382.0,6,24.693
129,La,57,19570.0607,33.6385,9661.4562,22.0601,341.2854,22.7021,-11549.9753,36.6612,-2680.7395,22.0101,-13860.9338,35.1633,72,1.263157894736842,7,-10,0,,10769.4202,15,19.570060700000003
77,Cu,29,10535.2447,1.4077,32880.0,400.0,-13318.0,300.0,17129.5245,2.7077,-30492.0,500.0,5368.8778,1.8936,48,1.6551724137931034,1,-2,0,,5952.5186,19,10.5352447
117,Ag,47,13341.9674,22.757,22530.6319,15.4111,-5839.8901,15.3234,6761.1171,14.4227,-18735.1467,75.0677,-1540.7471,13.5731,70,1.4893617021276595,-3,-12,0,,7710.572,23,13.3419674
147,Xe,54,7049.0,201.0,26968.0,361.0,-4294.0,539.0,17864.0,201.0,,,4839.0,200.0,93,1.7222222222222223,4,11,0,,2516.0,39,7.049
96,Nb,41,15376.4034,1.4962,17829.2999,6.3814,-3211.2518,9.1283,218.8179,5.1461,-11683.8642,6.78,-5962.276,0.1168,55,1.3414634146341464,-9,5,0,,6887.8769,14,15.3764034
209,Po,84,15362.9505,6.7016,8491.9884,1.3655,4979.2314,1.3608,-7424.9654,10.1106,-1906.4667,1.3665,-11967.4317,9.0936,125,1.4880952380952381,2,-1,0,,6968.1256,41,15.3629505
209,Ac,89,18443.9777,79.2629,2884.0349,58.5407,7729.7872,55.2952,,,4220.8434,57.0497,-15914.4727,64.2972,120,1.348314606741573,7,-6,0,,9987.2858,31,18.443977699999998
118,Ba,56,23963.0,283.0,3731.0,201.0,2461.0,201.0,,,4697.0,201.0,-24000.0,283.0,62,1.1071428571428572,6,12,0,,12813.0,6,23.963
124,La,57,21858.0,303.0,6691.7906,65.9254,1205.1156,57.5391,-17108.0,405.0,3496.0684,57.9482,-18044.0,303.0,67,1.1754385964912282,7,-15,0,,9679.0,10,21.858
125,In,49,13125.9103,19.9111,25421.6692,32.6503,-8434.3928,12.2381,7842.7861,3.0757,-21471.3282,251.5096,-252.1504,2.204,76,1.5510204081632653,-1,-6,0,,7615.8474,27,13.1259103
175,Os,76,18809.7464,19.0352,5955.9146,30.3243,4555.819,30.3243,-14396.6761,22.0245,2832.762,30.3243,-17390.7417,16.2656,99,1.3026315789473684,-6,17,0,,8181.2952,23,18.8097464
130,Ce,58,20031.624,39.5199,8631.6997,27.9912,822.0842,30.612,-12826.6738,39.5199,-1651.0185,29.8536,-17720.6655,40.8585,72,1.2413793103448276,8,-10,0,,11206.7272,14,20.031624
163,Tm,69,16972.3343,28.4838,10110.0611,5.8741,2176.2916,6.2504,-7936.9982,28.4838,-3976.8211,6.2848,-10978.5676,16.067,94,1.3623188405797102,-13,12,0,,9322.2486,25,16.9723343
