A,elt,Z,S(2n),S(2n)_err,S(2p),S(2p)_err,Q(a),Q(a)_err,Q(2B-),Q(2B-)_err,Q(ep),Q(ep)_err,Q(B- n),Q(B- n)_err,N,N_to_Z_ratio,Vp,Vn,Shell_Closure,Parity,S(n),N_Z_excess,S(2n)_MeV
97,Ru,44,18805.4416,9.8925,12986.634,2.7605,-1738.4011,2.7686,-8314.7118,5.5763,-4614.6459,2.7601,-14504.1501,10.3732,53,1.2045454545454546,-6,3,0,,8111.4972,9,18.805441599999998
251,Cm,96,10245.3507,22.7294,,,5013.0,202.0,2513.0,22.3607,,,-4375.3424,22.8281,155,1.6145833333333333,14,29,0,,4412.9244,59,10.245350700000001
176,W,74,16557.151,39.5199,9374.9674,28.036,3335.7073,37.1167,-8510.424,30.0134,-3448.8164,28.0379,-13424.6147,39.5199,102,1.3783783783783783,-8,20,0,,9080.1262,28,16.557151
46,P,15,4412.0,640.0,,,-21575.0,707.0,36575.0,510.0,,,18109.0,583.0,31,2.066666666666667,-5,3,0,,1191.0,16,4.412
123,Ba,56,21052.7524,142.4136,7751.9087,15.8604,714.6091,15.9484,-15369.0,298.0,2411.0539,16.4345,-19183.0,298.0,67,1.1964285714285714,6,-15,0,,9117.3296,11,21.052752400000003
144,Nd,60,13940.6089,0.0871,13793.0747,2.1985,1901.2829,1.4525,-1782.4021,0.793,-9430.621,2.1972,-8858.6823,2.6833,84,1.4,10,2,0,,7817.0359,24,13.940608899999999
104,Tc,43,14068.6838,26.4644,20778.6462,25.0123,-5132.6391,26.1329,4460.375,24.9914,-14759.2725,25.1943,-3303.1194,24.8889,61,1.4186046511627908,-7,11,0,,5966.3668,18,14.0686838
47,K,19,15238.9744,1.4914,32027.3794,136.1705,-13977.3871,61.8743,8624.8607,2.3834,-29266.004,97.2588,-643.6901,2.6348,28,1.4736842105263157,-1,0,1,,8369.3703,9,15.2389744
29,F,9,1125.9238,538.9373,,,-18258.0,727.0,37470.1964,525.4139,,,20779.1341,540.2768,20,2.2222222222222223,1,0,1,,1324.9238,11,1.1259238
202,Hg,80,13984.6783,0.5909,15324.0739,20.1193,133.7923,2.1877,-1404.7015,3.8479,-10893.5752,50.0986,-8235.8492,14.1808,122,1.525,-2,-4,0,,7754.0984,42,13.984678299999999
105,Sn,50,22388.0,100.0,7264.3172,4.3644,73.5483,4.2416,-20526.4928,300.046,3341.4188,4.3091,-22115.0,102.0,55,1.1,0,5,1,,9782.2623,5,22.388
87,Kr,36,15371.8264,2.0151,22873.8281,2.6243,-7793.9036,3.0459,4170.5456,0.2462,-17495.3267,2.5318,-6033.8464,0.3172,51,1.4166666666666667,8,1,0,,5515.173,15,15.3718264
96,Br,35,6703.0,361.0,,,-10255.0,583.0,23144.0,300.0,,,9878.0,301.0,61,1.7428571428571429,7,11,0,,2431.0,26,6.703
213,Pa,91,18540.6678,89.9708,2067.233,78.4711,8384.3916,12.2301,,,5065.6232,61.2147,,,122,1.3406593406593406,9,-4,0,,10013.6467,31,18.540667799999998
173,Ta,73,16818.9008,39.5199,9146.0199,28.0068,3261.068,28.106,-8842.6735,39.5199,-2949.4385,28.0423,-11370.6702,39.5199,100,1.36986301369863,-9,18,0,,9137.8788,27,16.818900799999998
73,Zn,30,14407.2607,3.2425,24765.1172,2.911,-8039.6706,4.1658,5704.1218,1.8639,-18656.3135,2.9111,-5076.4449,2.0347,43,1.4333333333333333,2,-7,0,,5519.2341,13,14.4072607
98,Tc,43,16753.2018,6.1559,15407.3256,3.3814,-2488.0667,3.6936,-3256.9954,12.2972,-8118.3882,5.4229,-8382.9677,4.3638,55,1.2790697674418605,-7,5,0,,7279.0955,12,16.7532018
202,Pb,82,15832.3866,10.6891,11015.2828,3.8271,2588.7914,3.822,-7999.0389,9.4524,-5567.0499,3.8493,-12582.9203,12.7528,120,1.4634146341463414,0,-6,1,,8740.8934,38,15.8323866
218,Pa,91,15316.8666,30.4293,4078.1104,20.0849,9791.3805,11.6121,,,2658.2759,21.0798,-12392.0,82.0,127,1.3956043956043955,9,1,0,,6476.4981,36,15.316866599999999
261,No,102,11767.0,200.0,9827.0,347.0,7440.0,200.0,-2863.0,211.0,-4600.0,478.0,-7893.0,236.0,159,1.5588235294117647,20,33,0,,5226.0,57,11.767
153,Tm,69,19343.6324,22.7729,4927.8057,14.5495,5248.3281,1.4525,-15597.1474,150.4949,2343.055,15.5001,-15773.5414,150.187,84,1.2173913043478262,-13,2,0,,10323.6491,15,19.343632399999997
265,Lr,103,11578.0,591.0,,,7230.0,200.0,-2149.0,591.0,,,-5913.0,655.0,162,1.5728155339805825,21,36,0,,6213.0,59,11.578
112,Ru,44,11700.8801,12.5771,25673.0006,26.0523,-7306.4913,13.3121,10690.1664,11.6192,-22980.0305,15.3711,-1398.32,11.7947,68,1.5454545454545454,-6,-14,0,,6916.8656,24,11.700880100000001
160,Tm,69,17740.4729,41.2842,8691.5826,42.4627,2812.45,50.4455,-10031.0947,65.5516,-260.3878,32.8273,-12538.8379,37.1144,91,1.318840579710145,-13,9,0,,7801.951,22,17.7404729
10,C,6,35508.2323,18.2431,3820.9409,0.0787,-5101.2767,5.4482,,,-2938.749,0.1039,,,4,0.6666666666666666,-2,2,0,,21283.6164,-2,35.5082323
270,Db,105,10805.0,781.0,,,8310.0,200.0,-1833.0,648.0,,,-5367.0,683.0,165,1.5714285714285714,-21,39,0,,4823.0,60,10.805
176,Lu,71,13954.6772,1.0112,14095.7545,44.7378,1566.305,5.6139,-2016.9537,30.7632,-8360.7476,50.0147,-6971.8881,1.946,105,1.4788732394366197,-11,-21,0,,6287.9727,34,13.9546772
180,Hf,72,13486.7464,0.1692,14680.279,6.7392,1286.9306,1.4215,-143.2331,0.2769,-10429.0,200.0,-7493.338,0.4358,108,1.5,-10,-18,0,,7387.7579,36,13.4867464
204,At,85,17422.7813,35.7167,5702.3395,26.6441,6070.4062,1.224,-12482.5599,33.4378,2360.6705,26.0214,-13762.5248,23.402,119,1.4,3,-7,0,,7783.9625,34,17.4227813
89,Kr,36,11968.8998,2.1565,24687.6039,3.1004,-6547.0654,3.3788,9673.2319,2.1444,-19940.5624,3.9825,-1998.1081,2.1483,53,1.4722222222222223,8,3,0,,4915.8171,17,11.968899799999999
237,Pa,91,10903.9133,19.1127,14407.4787,19.1127,3794.6703,18.4426,2656.0243,13.0889,-10982.3452,40.3564,-2988.2765,13.0883,146,1.6043956043956045,9,20,0,,5877.6495,55,10.903913300000001
94,Se,34,6222.0,640.0,,,-10758.0,707.0,24544.0,500.0,,,8016.0,660.0,60,1.7647058823529411,6,10,0,,4015.0,26,6.222
263,Sg,106,13953.0,96.0,5701.0,115.0,9403.263,60.9283,-9483.0,219.0,514.0,243.0,-12128.0,133.0,157,1.4811320754716981,-20,31,0,,6245.0,51,13.953
284,Ds,110,11473.0,583.0,,,8615.0,781.0,-2956.0,912.0,,,-7992.0,843.0,174,1.5818181818181818,-16,48,0,,6441.0,64,11.473
51,Ar,18,5572.0,565.0,41459.0,707.0,-16115.0,565.0,29843.0,400.0,,,11167.0,400.0,33,1.8333333333333333,-2,5,0,,1331.0,15,5.572
198,Tl,81,16174.7906,14.2677,10967.9774,8.1057,2258.2809,7.8367,-8154.9019,28.5846,-3677.9725,7.5645,-10854.6859,8.9449,117,1.4444444444444444,-1,-9,0,,7245.8493,36,16.1747906
218,Po,84,9568.3203,1.9556,13731.0,200.0,6114.7544,0.0917,3139.2382,2.9209,-11193.0,300.0,-4109.2646,5.1835,134,1.5952380952380953,2,8,0,,5598.1188,50,9.5683203
190,W,74,11843.5881,35.5217,18117.0,302.0,-369.5342,62.2676,4338.9929,35.3924,-14508.0,302.0,-4461.0536,36.3221,116,1.5675675675675675,-8,-10,0,,6631.0,42,11.843588100000002
181,Yb,70,10591.0,359.0,19587.0,582.0,-655.0,585.0,6315.0,298.0,-15197.0,582.0,-2483.0,306.0,111,1.5857142857142856,-12,-15,0,,4439.0,41,10.591
93,Rh,45,26585.0,298.0,7603.0943,3.5344,-4041.8688,4.6363,-22612.0,401.0,2624.9224,4.0662,-22304.0324,345.0378,48,1.0666666666666667,-5,-2,0,,14084.0324,3,26.585
225,Po,84,8641.0,358.0,,,,,8046.0,300.0,,,-1202.0,301.0,141,1.6785714285714286,2,15,0,,3402.0,57,8.641
273,Mt,109,12460.0,538.0,5655.0,572.0,10880.0,200.0,-8103.0,583.0,-1294.0,680.0,-9372.0,600.0,164,1.5045871559633028,-17,38,0,,6771.0,55,12.46
120,Sb,51,16563.5656,7.8011,15766.8986,10.5731,-2592.2906,7.2023,-4669.9729,16.7053,-8007.4459,10.1775,-9305.9118,10.2333,69,1.3529411764705883,1,-13,0,,7012.9118,18,16.5635656
157,Pm,61,11499.7464,8.4221,21459.7228,18.5599,-3153.5422,13.7891,7162.0183,8.178,-18136.7801,7.0807,-1007.6988,11.032,96,1.5737704918032787,11,14,0,,6201.5866,35,11.4997464
93,Ru,44,25119.5266,3.0324,9585.8312,6.5709,-4626.695,4.4237,-18234.9136,370.0151,2302.8928,2.0707,-22288.9461,4.8405,49,1.1136363636363635,-6,-1,0,,10986.8305,5,25.1195266
65,Ge,32,25699.6385,37.3226,8842.7365,2.6679,-2554.2332,16.0459,-23459.0,300.0,2236.8234,2.2582,-25017.0,203.0,33,1.03125,4,5,0,,10234.0385,1,25.699638500000002
152,Nd,60,12612.3483,24.4549,19880.7427,27.1272,-2176.155,26.91,4613.3139,24.4577,-16213.5763,30.2048,-4834.7213,24.8603,92,1.5333333333333334,10,10,0,,7277.798,32,12.612348299999999
210,Tl,81,8639.5111,11.6708,17915.0,300.0,2518.0,300.0,5544.9092,11.5654,-14306.0,400.0,296.2599,11.6204,129,1.5925925925925926,-1,3,0,,3673.521,48,8.6395111
139,Pm,61,19570.8063,18.8335,8877.1568,15.8372,1009.9277,18.0079,-12102.9769,18.9095,-1661.1328,16.8785,-14074.574,18.0079,78,1.278688524590164,11,-4,0,,10657.9765,17,19.5708063
183,Ir,77,16881.7393,25.2233,8262.6688,27.6798,3957.2578,34.868,-10010.6508,26.4103,-2044.9655,104.925,-12105.036,27.9315,106,1.3766233766233766,-5,-20,0,,9221.774,29,16.8817393
148,Sm,62,14482.3423,2.835,12988.0924,0.4877,1987.0458,0.4453,-3066.6474,0.9006,-8478.2432,0.4925,-9862.7734,2.2939,86,1.3870967741935485,12,4,0,,8141.3368,24,14.482342300000001
126,Ba,56,19722.7638,17.6739,9580.4505,12.5709,260.159,16.7224,-11849.3481,30.612,-2759.5236,12.5771,-16981.7389,28.845,70,1.25,6,-12,0,,11072.2554,14,19.7227638
200,At,85,18421.7831,24.9516,4191.9849,36.8603,6596.2229,1.3399,-15121.4721,39.1185,4520.7516,26.6686,-15499.3652,25.5299,115,1.3529411764705883,3,-11,0,,8235.8344,30,18.4217831
99,Zr,40,10822.6134,10.4987,23613.9383,11.0309,-4924.3017,11.9989,8353.436,10.5011,-18483.2528,10.9833,-2163.3761,11.6286,59,1.475,-10,9,0,,4406.2308,19,10.8226134
156,Lu,71,20176.0,208.0,3850.3495,56.0077,5595.813,3.2058,-17699.0,305.0,5637.4004,55.0236,-17461.0,305.0,85,1.1971830985915493,-11,3,0,,9225.8116,14,20.176
194,Bi,83,18631.1191,30.5668,4728.7133,32.1034,5918.2999,5.0,-15306.5302,24.0821,4165.2275,8.5186,-15769.0359,15.4513,111,1.3373493975903614,1,-15,0,,8209.7745,28,18.6311191
26,Mg,12,18423.6016,0.0314,24840.8433,0.5135,-10614.7437,0.0342,-9073.5403,0.1057,-21468.0117,29.0453,-15369.8877,0.0629,14,1.1666666666666667,4,6,0,,11093.0797,2,18.4236016
181,Re,75,16075.7358,27.6501,10737.8977,12.6309,2772.4177,12.9762,-7054.3765,13.6009,-4872.7521,12.6984,-10232.5321,20.116,106,1.4133333333333333,-7,-20,0,,8751.3662,31,16.0757358
121,Sb,51,16266.2534,7.4308,16478.4405,7.6726,-3081.0375,5.4839,-3353.5077,4.9947,-11160.387,40.0783,-8308.3145,2.4003,70,1.3725490196078431,1,-12,0,,9253.3416,19,16.2662534
48,Ti,22,20507.3186,0.0561,19931.2841,2.2326,-9449.1378,0.3327,-5671.6385,7.3107,-13437.2573,2.2195,-14557.2001,0.0838,26,1.1818181818181819,2,-2,0,,11626.6579,4,20.507318599999998
85,Mo,42,27312.0,401.0,6176.0429,17.091,-2410.2578,93.5676,-26879.0,500.0,6622.9608,16.7629,-27881.0,400.0,43,1.0238095238095237,-8,-7,0,,11411.0,1,27.312
139,Cs,55,10297.9522,3.1287,18922.762,8.95,653.1754,3.749,6521.2925,3.1918,-16010.1498,6.735,-510.6007,3.1237,84,1.5272727272727273,5,2,0,,5885.3783,29,10.2979522
97,Y,39,11050.1537,9.5363,24803.0897,21.3272,-5920.4705,10.3106,9487.3419,7.9365,-22050.0749,7.4992,1252.0872,6.7069,58,1.4871794871794872,11,8,0,,5856.7869,19,11.050153700000001
172,W,74,17949.0228,30.9035,7421.2729,39.5199,3838.4505,39.5199,-11853.5505,30.7225,-954.8112,40.184,-15918.2244,39.5199,98,1.3243243243243243,-8,16,0,,10082.4138,24,17.949022799999998
49,Ar,18,7836.0,400.0,38839.0,565.0,-16145.0,500.0,24240.0,400.0,-36739.0,640.0,7153.0,400.0,31,1.7222222222222223,-2,3,0,,2777.0,13,7.836
47,V,23,26263.2643,0.8617,15512.6905,0.6618,-8243.8356,1.8661,-19440.6935,31.671,-7534.3975,0.6699,-20606.8172,11.4535,24,1.0434782608695652,3,4,0,,13002.4908,1,26.2632643
178,Au,79,19924.6981,34.7306,2999.0484,13.0522,6057.9921,4.5751,-17690.0,103.0,6455.4246,22.2586,-17598.5242,85.3392,99,1.2531645569620253,-3,17,0,,8828.6107,20,19.9246981
289,Fl,114,12606.0,801.0,6482.0,866.0,9954.1798,65.364,-6992.0,717.0,-754.0,866.0,-10272.0,740.0,175,1.5350877192982457,-12,49,0,,5523.0,61,12.606
77,Ga,31,13674.3494,2.513,26100.0752,2.526,-9429.8235,3.1043,7923.9818,2.9543,-22299.6961,2.5882,-850.7724,2.4219,46,1.4838709677419355,3,-4,0,,7767.0225,15,13.674349399999999
193,Pb,82,18080.6474,12.23,6215.348,24.5407,4972.2075,33.1875,-13903.9526,17.8044,2493.2553,18.6344,-16766.0359,31.8211,111,1.353658536585366,0,-15,1,,7748.727,29,18.0806474
7,Li,3,12914.4184,50.0,32563.2846,89.4427,-2467.6221,0.0042,-12769.4481,25.1503,-34257.591,254.1268,-11539.2472,5.4478,4,1.3333333333333333,1,2,0,,7251.0939,1,12.9144184
209,Tl,81,8752.9926,8.0361,17582.0,300.0,2501.0,200.0,4613.7961,6.1635,-15023.0,300.0,32.4083,6.14,128,1.5802469135802468,-1,2,0,,4965.9901,47,8.752992599999999
168,Dy,66,12116.5635,140.0092,18765.4139,140.0158,-1289.6262,140.0104,4430.8333,140.0068,-15071.6371,140.1039,-4350.2574,140.0893,102,1.5454545454545454,16,20,0,,6718.265,36,12.1165635
151,Ba,56,8252.0,400.0,26518.0,500.0,-4965.0,447.0,16285.0,400.0,-23239.0,500.0,3300.0,400.0,95,1.6964285714285714,6,13,0,,3121.0,39,8.252
83,Br,35,17179.3065,3.9186,21058.3493,4.6193,-7802.5561,6.5301,56.9183,4.4523,-16197.2648,5.3202,-6493.2441,3.7947,48,1.3714285714285714,7,-2,0,,9586.3626,13,17.1793065
246,Es,99,14349.0,202.0,7472.9657,91.0701,7642.0,100.0,-8296.0,275.0,-1283.9452,89.9425,-10444.0,215.0,147,1.4848484848484849,17,21,0,,6567.0,48,14.349
22,F,9,13331.797,12.399,33551.0641,79.8625,-12744.7075,22.3285,7974.7673,12.3997,-29727.5106,134.6201,453.8342,12.3991,13,1.4444444444444444,1,5,0,,5230.337,4,13.331797
26,P,15,39190.0,537.0,3556.0,196.0,-9653.0,446.0,,,12600.0,196.0,,,11,0.7333333333333333,-5,3,0,,17288.0,-4,39.19
193,At,85,20073.8726,26.9674,1405.9141,22.8908,7572.4246,6.9193,,,6178.2426,37.0766,,,108,1.2705882352941176,3,-18,0,,11064.383,23,20.073872599999998
269,Mt,109,14634.0,592.0,4043.0,408.0,10480.0,200.0,,,1304.0,493.0,-12419.0,434.0,160,1.4678899082568808,-17,34,0,,7922.0,51,14.634
177,Ta,73,15448.7287,28.1408,11127.0089,3.1084,2741.353,3.2653,-5445.5702,28.1408,-5621.3833,3.105,-9144.4549,28.1408,104,1.4246575342465753,-9,22,0,,8420.684,31,15.4487287
155,Pr,59,9989.4818,20.9005,23934.0,300.0,-4529.9121,435.813,11524.6704,17.8226,-21175.0,300.0,2092.9489,17.2284,96,1.6271186440677967,9,14,0,,5627.0511,37,9.9894818
189,Pt,78,15926.6799,26.0969,9828.3323,10.0846,3911.587,10.109,-6843.0271,33.1265,-2621.0751,10.0843,-12169.4087,10.4456,111,1.4230769230769231,-4,-15,0,,6719.7538,33,15.9266799
207,Tl,81,13356.2702,5.4187,17042.0,200.0,-315.9084,6.2391,-979.8817,5.7966,-14133.0,300.0,-5320.248,5.4025,126,1.5555555555555556,-1,0,1,,6852.4608,45,13.3562702
157,Pr,59,9162.1066,17.4871,25082.0,400.0,-4800.0,300.0,13862.3102,7.6887,-22673.0,400.0,3696.0061,3.4251,98,1.6610169491525424,9,16,0,,5056.8168,39,9.1621066
185,Pb,82,20103.8396,33.1832,2314.4981,17.6547,6694.9999,5.0,,,7514.6047,18.7706,-20867.0,123.0,103,1.2560975609756098,0,21,1,,8560.9432,21,20.1038396
152,Lu,71,24793.0,358.0,1509.0,277.0,2918.0,196.0,,,10061.0,197.0,,,81,1.1408450704225352,-11,-1,0,,11193.0,10,24.793
140,Ce,58,16650.9965,1.4045,14390.3634,1.3362,-1612.0637,1.3354,-3816.9806,3.5146,-10449.2804,1.3368,-11316.8927,3.8389,82,1.4137931034482758,8,0,1,,9187.8037,24,16.6509965
61,Ga,31,29517.0,175.0,5354.1501,37.9965,-2250.564,37.9963,-29935.0,302.0,3921.6289,38.027,-27676.0,302.0,30,0.967741935483871,3,2,0,,15616.0,-1,29.517
152,Eu,63,14238.7666,6.1788,13869.1064,20.0076,1552.4609,5.6105,-2171.1963,40.0061,-6791.2108,4.5084,-6770.8977,2.7807,89,1.4126984126984128,13,7,0,,6306.7198,26,14.238766600000002
176,Ho,67,9663.0,583.0,21998.0,707.0,-2125.0,707.0,9981.0,510.0,,,1191.0,641.0,109,1.626865671641791,-15,-17,0,,4162.0,42,9.663
117,Mo,42,7282.0,640.0,,,-11774.0,583.0,23801.0,662.0,,,7453.0,582.0,75,1.7857142857142858,-8,-7,0,,2550.0,33,7.282
94,Pd,46,27465.8215,345.0544,6379.0119,5.0762,-3643.3953,5.6829,-25662.0,500.0,3825.4716,4.7585,-27774.0,401.0,48,1.0434782608695652,-4,-2,0,,15191.789,2,27.465821499999997
106,In,49,20568.1112,13.5218,10069.6219,12.8393,-786.364,14.7054,-14134.8485,14.3184,-826.2724,13.0382,-15341.4664,12.8551,57,1.163265306122449,-1,7,0,,9038.8857,8,20.5681112
173,W,74,17783.9287,39.5199,7873.9791,40.184,3564.5912,39.5199,-11289.1378,31.6968,385.8725,37.1167,-15231.8674,45.2323,99,1.337837837837838,-8,17,0,,7701.5149,25,17.7839287
54,Ar,18,2203.0,1000.0,,,,,37721.0,802.0,,,16785.0,808.0,36,2.0,-2,8,0,,2302.0,18,2.203
92,Ru,44,25560.0458,4.6155,8706.6386,4.4019,-4039.5737,4.6875,-19522.1155,345.0385,618.6523,6.8045,-23803.0,298.0,48,1.0909090909090908,-6,-2,0,,14132.6961,4,25.5600458
190,Ir,77,14551.295,9.4954,12314.6762,1.3045,2748.79,1.4844,-3920.0744,3.7089,-6063.4887,8.2546,-8355.5272,10.128,113,1.4675324675324675,-5,-13,0,,6375.2802,36,14.551295
58,Zn,30,33052.0,403.0,2969.1645,50.0012,-5445.4753,50.2177,-34719.0,503.0,6496.1185,50.0025,-34960.0,403.0,28,0.9333333333333333,2,0,1,,17820.0,-2,33.052
163,Dy,66,14467.9998,0.0759,15452.6581,1.4892,-243.9163,0.9935,-1213.445,4.5755,-9389.1088,3.957,-8411.6131,3.0926,97,1.4696969696969697,16,15,0,,6271.0063,31,14.4679998
188,Au,79,16799.0947,21.1405,7776.9064,16.7449,4814.6247,28.0751,-10034.9119,30.0256,-110.9091,28.0751,-12324.1237,13.145,109,1.379746835443038,-3,-17,0,,7413.8524,30,16.7990947
142,Nd,60,17835.4451,3.4938,12453.7705,1.4524,-809.1047,1.3515,-6968.1259,1.4168,-7807.9688,1.4526,-13498.4416,14.0287,82,1.3666666666666667,10,0,1,,9829.8537,22,17.8354451
264,Sg,106,13729.0,284.0,6187.0,361.0,9210.0,200.0,-8780.0,284.0,-1263.0,322.0,-11784.0,416.0,158,1.490566037735849,-20,32,0,,7484.0,52,13.729
129,In,49,12097.6281,10.1938,28763.0,200.0,-10739.8656,433.1492,11794.4954,21.3165,-25413.0,300.0,2455.2229,17.7915,80,1.6326530612244898,-1,-2,0,,6716.0902,31,12.0976281
112,Tc,43,10367.0046,10.9714,27526.9599,838.3628,-8138.6503,9.9142,14472.1198,44.429,-23588.0,300.0,3455.0753,11.1321,69,1.6046511627906976,-7,-13,0,,4305.5747,26,10.3670046
141,I,53,7598.3381,16.3341,24454.0,400.0,-2291.1892,54.5143,14550.6853,18.3114,-22825.0,600.0,4988.4776,16.0057,88,1.6603773584905661,3,6,0,,4391.7612,35,7.5983381
248,Bk,97,11978.4954,78.15,11441.0,53.0,5827.0015,50.0752,-2168.0,72.0,-6311.0,112.0,-6049.6579,52.068,151,1.556701030927835,15,25,0,,5429.7868,54,11.9784954
159,Tb,65,14911.3694,0.7891,14651.3895,4.252,-139.1605,1.1453,-2202.9613,2.9222,-9551.0913,2.3124,-7196.7477,2.4188,94,1.4461538461538461,15,12,0,,8133.0163,29,14.9113694
170,Tm,69,14625.5716,1.5142,14314.025,30.0094,850.109,1.0187,-2489.0803,16.8589,-8288.2754,20.0795,-7491.1049,0.7501,101,1.463768115942029,-13,19,0,,6591.978,32,14.625571599999999
85,Br,35,15704.3935,4.8859,23484.0891,4.1543,-8467.0803,4.0533,3591.8622,3.0778,-20010.8814,4.4136,-4207.4512,3.0778,50,1.4285714285714286,7,0,1,,8863.7022,15,15.7043935
161,Nd,60,8649.0,401.0,25468.0,640.0,-4725.0,565.0,14442.0,400.0,,,2593.0,400.0,101,1.6833333333333333,10,19,0,,3577.0,41,8.649
262,Db,105,13562.0,171.0,6602.0,190.0,9046.0,101.0,-7999.0,171.0,-593.0,246.0,-9823.0,144.0,157,1.4952380952380953,-21,31,0,,6126.0,52,13.562
115,Ru,44,10380.1156,45.8129,28033.0,301.0,-8590.3979,28.134,14320.5265,28.5549,-23714.0,301.0,1533.6616,75.8513,71,1.6136363636363635,-6,-11,0,,3955.4006,27,10.3801156
190,Ta,73,10952.0,283.0,19478.0,447.0,-825.0,447.0,6863.0,200.0,,,-982.0,283.0,117,1.6027397260273972,-9,-9,0,,4832.0,44,10.952
278,Hs,108,11108.0,780.0,,,,,-3031.0,592.0,,,-7859.0,727.0,170,1.5740740740740742,-18,44,0,,6226.0,62,11.108
172,Os,76,19460.5853,16.0684,4530.7783,18.3505,5224.3737,6.9731,-16136.9708,16.4506,2553.4836,30.7225,-18902.9287,40.5292,96,1.263157894736842,-6,14,0,,11017.7208,20,19.460585299999998
228,Rn,86,9646.3634,20.5489,16883.0,401.0,2908.0,196.0,6303.2721,17.7895,-14326.0,401.0,-2510.2969,18.6354,142,1.6511627906976745,4,16,0,,5713.6863,56,9.6463634
101,Rh,45,17970.5425,20.3079,14662.5009,5.9094,-2612.9074,7.1447,-6078.0439,7.5843,-8680.4479,5.9934,-10271.0737,18.5779,56,1.2444444444444445,-5,6,0,,9892.6161,11,17.9705425
154,Sm,62,13835.2225,0.8353,16883.8424,24.4719,-1200.5284,1.0516,1250.7944,0.8609,-12414.1551,3.0377,-7159.4153,1.0828,92,1.4838709677419355,12,10,0,,7966.8226,30,13.8352225
69,As,33,22667.5854,32.0025,10810.9676,32.0208,-2879.6108,32.0092,-16852.7036,52.8035,-3315.0981,32.0309,-16994.0507,32.0033,36,1.0909090909090908,5,8,0,,12288.9721,3,22.6675854
119,Te,52,18229.6753,15.2961,11362.7391,7.2685,426.3905,7.2784,-8388.0513,12.6763,-2818.6674,7.2677,-14282.8011,21.0578,67,1.2884615384615385,2,-15,0,,7563.0996,15,18.2296753
265,Bh,107,14244.0,388.0,5293.0,292.0,9662.0,212.0,-10229.0,499.0,-156.0,336.0,-11239.0,241.0,158,1.4766355140186915,-19,32,0,,7634.0,51,14.244
169,Yb,70,15928.263,3.9633,11664.2136,0.3111,1720.9095,0.9329,-5658.6321,27.9454,-4675.267,0.289,-11374.0137,37.9738,99,1.4142857142857144,-12,17,0,,6866.9786,29,15.928263000000001
213,Rn,86,13083.2553,7.4287,7841.3986,3.2125,8245.15,2.8629,-6041.5061,10.3747,-2615.5115,3.1743,-10251.2686,9.3965,127,1.4767441860465116,4,1,0,,5108.0476,41,13.083255300000001
147,Ce,58,11089.4793,34.9669,19075.661,12.0612,-501.6125,10.9209,6132.8926,8.6595,-14436.6043,8.7609,-3411.7335,35.4105,89,1.5344827586206897,8,7,0,,4459.3514,31,11.0894793
279,Ds,110,12211.0,721.0,6929.0,752.0,10107.0,117.0,-5997.0,722.0,-1485.0,675.0,-9568.0,719.0,169,1.5363636363636364,-16,43,0,,5298.0,59,12.211
27,F,9,2343.325,154.1059,45427.0,517.0,-14011.8669,437.4086,30651.2685,120.2555,,,16581.0463,121.6023,18,2.0,1,-2,0,,1612.4952,9,2.3433249999999997
20,C,6,3558.3351,232.5678,,,-22368.4878,284.0361,33707.395,230.6264,,,13575.9936,231.2074,14,2.3333333333333335,-2,6,0,,2981.5058,8,3.5583351
164,Ho,67,15082.5907,3.2127,13678.9116,2.4765,431.0405,1.676,-3071.5743,25.0423,-7673.7347,4.2284,-7884.4225,4.776,97,1.4477611940298507,-15,15,0,,6673.8085,30,15.0825907
78,Ga,31,13550.0735,2.2204,27300.4,1.3918,-10122.7886,6.237,9112.8843,9.8355,-22130.2284,1.6032,-562.5334,1.052,47,1.5161290322580645,3,-3,0,,5783.0509,16,13.5500735
119,Cd,48,13701.1777,37.709,22130.9911,38.3827,-5976.0325,40.0516,6088.046,37.7021,-15877.5519,37.7748,-4820.08,38.3596,71,1.4791666666666667,-2,-11,0,,5346.6077,23,13.7011777
152,La,57,9121.0,300.0,25698.0,500.0,-4804.0,300.0,14468.0,301.0,-22299.0,583.0,3864.0,300.0,95,1.6666666666666667,7,13,0,,4051.0,38,9.121
273,Sg,106,10840.0,713.0,,,,,-1847.0,547.0,,,-6939.0,665.0,167,1.5754716981132075,-20,41,0,,4672.0,61,10.84
198,Bi,83,17507.4546,36.8359,6455.1947,30.1129,5138.7308,30.9092,-12665.1043,28.0036,1691.3996,30.7314,-14052.0906,29.2811,115,1.3855421686746987,1,-11,0,,7757.9735,32,17.507454600000003
215,Pa,91,17992.293,100.3314,2914.4343,83.2712,8236.1363,62.5194,,,4082.2944,83.5564,,,124,1.3626373626373627,9,-2,0,,9726.6755,33,17.992293
123,Rh,45,9083.0,737.0,32228.0,640.0,-11446.0,640.0,20378.0,401.0,-30174.0,500.0,7355.0,400.0,78,1.7333333333333334,-5,-4,0,,5382.0,33,9.083
152,Pm,61,13799.7689,32.7119,17531.9016,27.423,-1143.9318,29.9445,1634.0315,25.8897,-11763.7581,28.394,-4749.3066,25.8858,91,1.4918032786885247,11,9,0,,5939.5263,30,13.799768899999998
